fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,total_goles,total_corners,total_amarillas,total_rojas,ambos_marcan,over_2_5,b365_local,b365_empate,b365_visit,ps_local,ps_empate,ps_visit
2020-09-19,Serie A,2020-21,Fiorentina,Torino,1,0,4,1,3,1,0,0,1,5,4,0,0,0,1.83,3.75,4.2,1.87,3.81,4.24
2020-09-19,Serie A,2020-21,Verona,Roma,0,0,0,6,2,0,0,0,0,6,2,0,0,0,3.75,3.5,1.95,3.95,3.81,1.94
2020-09-20,Serie A,2020-21,Parma,Napoli,0,2,4,2,4,1,0,0,2,6,5,0,0,0,5.25,4.2,1.61,5.22,4.29,1.64
2020-09-20,Serie A,2020-21,Genoa,Crotone,4,1,6,4,4,2,0,0,5,10,6,0,1,1,1.9,3.6,4.0,1.93,3.69,4.15
2020-09-20,Serie A,2020-21,Sassuolo,Cagliari,1,1,7,3,1,3,0,0,2,10,4,0,1,0,1.95,3.75,3.75,1.95,3.92,3.81
2020-09-20,Serie A,2020-21,Juventus,Sampdoria,3,0,6,4,1,1,0,0,3,10,2,0,0,1,1.28,5.5,10.5,1.28,6.09,11.4
2020-09-21,Serie A,2020-21,Milan,Bologna,2,0,7,4,3,5,0,1,2,11,8,1,0,0,1.57,4.33,5.5,1.6,4.32,5.68
2020-09-26,Serie A,2020-21,Sampdoria,Benevento,2,3,6,4,3,1,0,0,5,10,4,0,1,1,2.0,3.6,3.6,2.04,3.59,3.82
2020-09-26,Serie A,2020-21,Inter,Fiorentina,4,3,5,1,1,1,0,0,7,6,2,0,1,1,1.5,4.5,6.0,1.57,4.21,6.2
2020-09-26,Serie A,2020-21,Torino,Atalanta,2,4,2,6,1,2,0,0,6,8,3,0,1,1,4.75,4.4,1.61,5.02,4.36,1.65
2020-09-26,Serie A,2020-21,Cagliari,Lazio,0,2,3,6,1,1,0,0,2,9,2,0,0,0,5.0,4.0,1.66,5.08,4.13,1.68
2020-09-27,Serie A,2020-21,Spezia,Sassuolo,1,4,3,5,2,1,0,0,5,8,3,0,1,1,4.75,4.0,1.66,4.92,3.98,1.68
2020-09-27,Serie A,2020-21,Napoli,Genoa,6,0,4,2,1,2,0,0,6,6,3,0,0,1,1.3,5.5,10.0,1.3,5.8,10.97
2020-09-27,Serie A,2020-21,Verona,Udinese,1,0,1,9,1,0,0,0,1,10,1,0,0,0,2.7,3.0,2.8,2.79,3.19,2.76
2020-09-27,Serie A,2020-21,Crotone,Milan,0,2,2,5,1,3,0,0,2,7,4,0,0,0,6.0,4.5,1.5,6.05,4.48,1.55
2020-09-27,Serie A,2020-21,Roma,Juventus,2,2,5,7,2,3,0,1,4,12,5,1,1,1,3.6,3.6,2.0,3.74,3.58,2.06
2020-09-28,Serie A,2020-21,Bologna,Parma,4,1,8,9,1,2,0,1,5,17,3,1,1,1,1.95,3.6,3.6,1.96,3.83,3.86
2020-09-30,Serie A,2020-21,Benevento,Inter,2,5,5,1,1,0,0,0,7,6,1,0,1,1,9.0,4.75,1.36,8.84,5.44,1.35
2020-09-30,Serie A,2020-21,Udinese,Spezia,0,2,2,2,0,5,0,1,2,4,5,1,0,0,1.6,3.75,5.75,1.63,3.95,6.05
2020-09-30,Serie A,2020-21,Lazio,Atalanta,1,4,7,3,7,2,0,0,5,10,9,0,1,1,2.55,3.5,2.55,2.62,3.84,2.56
2020-10-02,Serie A,2020-21,Fiorentina,Sampdoria,1,2,8,4,0,3,0,0,3,12,3,0,1,1,1.61,4.0,5.25,1.68,4.21,5.26
2020-10-03,Serie A,2020-21,Udinese,Roma,0,1,4,1,1,0,0,0,1,5,1,0,0,0,5.0,4.0,1.66,5.33,4.1,1.68
2020-10-03,Serie A,2020-21,Sassuolo,Crotone,4,1,3,4,2,3,0,0,5,7,5,0,1,1,1.4,5.0,7.0,1.44,5.01,7.65
2020-10-04,Serie A,2020-21,Atalanta,Cagliari,5,2,3,9,0,0,0,0,7,12,0,0,1,1,1.25,6.5,10.0,1.29,6.34,10.01
2020-10-04,Serie A,2020-21,Benevento,Bologna,1,0,4,10,2,1,0,0,1,14,3,0,0,0,3.1,3.6,2.2,3.24,3.78,2.23
2020-10-04,Serie A,2020-21,Lazio,Inter,1,1,7,8,3,4,1,1,2,15,7,2,1,0,3.1,3.7,2.2,3.2,3.95,2.19
2020-10-04,Serie A,2020-21,Parma,Verona,1,0,7,6,1,1,0,0,1,13,2,0,0,0,2.87,3.1,2.62,2.96,3.22,2.68
2020-10-04,Serie A,2020-21,Milan,Spezia,3,0,4,6,1,2,0,0,3,10,3,0,0,1,1.28,5.5,11.0,1.28,6.01,11.87
2020-10-17,Serie A,2020-21,Napoli,Atalanta,4,1,6,2,1,3,0,0,5,8,4,0,1,1,2.5,3.8,2.55,2.53,3.93,2.69
2020-10-17,Serie A,2020-21,Inter,Milan,1,2,3,5,3,4,0,0,3,8,7,0,1,1,2.3,3.5,3.0,2.37,3.66,3.06
2020-10-17,Serie A,2020-21,Sampdoria,Lazio,3,0,3,3,2,2,0,0,3,6,4,0,0,1,3.3,3.5,2.15,3.38,3.64,2.21
